STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2010,,1344,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2011,,1264,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2012,,1376,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2013,,1349,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2014,,1517,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2015,,1396,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2016,,1299,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2018,,1317,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2019,,1369,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2020,,1426,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2021,,1122,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2022,,1367,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SI,Slovenia,2023,,1423,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2008,,7999,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2009,,9159,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2010,,9891,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2011,,10393,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2012,,10713,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2013,,9654,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2014,,9927,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2015,,9824,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2016,,9919,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2017,,9956,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2018,,10211,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2019,,10481,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2020,,10447,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2021,,10051,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2022,,9787,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,SK,Slovakia,2023,,9686,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2009,,113661,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2010,,118701,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2011,,126270,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2012,,134019,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2013,,143589,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2014,,157411,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2015,,175936,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2016,,198325,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2017,,230577,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2018,,261855,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2019,,288960,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2020,,266288,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2021,,296043,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2022,,338785,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,TR,Türkiye,2023,,289292,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2008,,79149,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2009,,79716,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2010,,82348,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2011,,82848,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2012,,83606,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2013,,81019,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2014,,82938,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2015,,83764,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2016,,82969,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2017,,83792,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKC-L,England and Wales,2018,,81262,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2008,,6805,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2009,,6941,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2010,,6987,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2011,,7398,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2012,,7366,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2013,,7327,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2014,,7199,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2015,,7282,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2016,,7147,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2017,,7081,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2008,,1507,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2009,,1507,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2010,,1448,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2011,,1669,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2012,,1682,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2013,,1796,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2014,,1709,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2015,,1447,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2016,,1407,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2017,,1411,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2018,,1407,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2011,,1398,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2012,,1682,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2013,,1735,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2014,,1813,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2015,,1437,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2016,,1589,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2017,,1671,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2018,,1523,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2019,,1766,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,NR,Number,XK,Kosovo*,2020,,1360,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2014,,251.59,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2015,,261.55,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2016,,262.91,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2017,,255.81,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2018,,236.47,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2019,,223.06,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2020,,204.18,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2021,,219.37,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2022,,226.00,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2023,,225.04,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2008,,107.72,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2009,,116.85,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2010,,123.08,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2011,,125.88,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2012,,125.83,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2013,,125.97,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2014,,122.77,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2015,,121.15,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2016,,118.43,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2017,,120.20,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2018,,123.95,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2019,,121.88,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2020,,114.13,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2021,,112.87,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2022,,119.91,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2023,,119.18,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BA,Bosnia and Herzegovina,2010,,57.78,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BA,Bosnia and Herzegovina,2011,,58.05,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2008,,114.97,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2009,,117.72,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2010,,120.99,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2011,,124.92,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2012,,125.44,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2013,,131.99,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2015,,121.42,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2017,,115.74,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2018,,112.89,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2019,,118.09,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2020,,112.55,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2021,,116.63,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2022,,118.95,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BE,Belgium,2023,,127.53,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2008,,148.90,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2009,,143.31,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2010,,149.70,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2011,,158.48,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2012,,155.77,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2013,,145.81,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2014,,128.68,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2015,,122.29,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2016,,122.71,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2017,,117.79,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2018,,113.09,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2019,,110.63,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2020,,107.97,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2021,,102.33,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2022,,98.53,,,,,
dataflow,ESTAT:CRIM_PRIS_AGE(1.0),Prisoners by age and sex,A,Annual,ADULT,Adult,T,Total,P_HTHAB,Per hundred thousand inhabitants,BG,Bulgaria,2023,,103.18,,,,,
