STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,iccs,International classification of crime for statistical purposes (ICCS),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2012,,5598,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2013,,6258,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2014,,6264,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2015,,6448,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2016,,6192,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2017,,5537,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2018,,5011,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2019,,4796,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2020,,4951,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2021,,5410,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RO,Romania,2022,,5057,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2013,,653,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2014,,774,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2015,,803,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2016,,729,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2017,,742,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2018,,775,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2019,,737,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2020,,754,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2021,,731,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,RS,Serbia,2022,,826,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2008,,436,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2009,,451,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2010,,468,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2011,,456,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2012,,463,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2013,,564,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2014,,550,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2015,,570,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2016,,583,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2017,,634,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2018,,653,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2019,,678,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2020,,741,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2021,,814,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SE,Sweden,2022,,913,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2008,,111,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2009,,108,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2010,,102,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2011,,101,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2012,,107,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2013,,114,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2014,,116,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2015,,114,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2016,,75,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2017,,86,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2018,,80,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2019,,103,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2020,,101,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2021,,90,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SI,Slovenia,2022,,97,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2009,,497,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2010,,587,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2011,,550,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2012,,608,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2013,,491,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2014,,497,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2015,,493,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2016,,493,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2017,,377,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2018,,397,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2019,,422,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2020,,442,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2021,,468,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,SK,Slovakia,2022,,469,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2009,,1514,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2010,,2958,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2011,,3484,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2012,,6434,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2013,,25735,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2014,,27368,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2015,,28752,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2016,,30212,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2018,,34373,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2019,,35052,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2020,,37364,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2021,,39118,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,TR,Türkiye,2022,,42414,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2008,,4580,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2009,,5022,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2010,,4798,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2011,,5040,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2012,,5210,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2013,,5271,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2014,,5271,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2015,,5336,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2016,,5504,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2017,,5476,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKC-L,England and Wales,2018,,5466,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2008,,817,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2009,,838,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2010,,819,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2011,,832,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2012,,843,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2013,,863,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKM,Scotland (NUTS 2021),2014,,863,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2009,,150,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2010,,162,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2011,,167,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2012,,161,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2013,,180,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2014,,220,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2015,,189,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2016,,169,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2017,,162,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,UKN,Northern Ireland (UK) (NUTS 2021),2018,,168,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2009,,284,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2010,,458,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2011,,412,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2012,,425,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2013,,438,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2014,,370,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2015,,418,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2017,,388,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2018,,362,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2019,,355,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,NR,Number,XK,Kosovo*,2020,,343,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2008,,35.90,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2009,,38.90,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2011,,39.76,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2014,,37.16,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2015,,13.41,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2016,,11.26,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2017,,14.91,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2018,,14.32,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2019,,13.76,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2020,,14.48,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2021,,14.31,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AL,Albania,2022,,14.82,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2008,,6.43,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2009,,6.23,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2010,,6.30,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2011,,6.36,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2012,,6.37,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS0101,Intentional homicide,T,Total,P_HTHAB,Per hundred thousand inhabitants,AT,Austria,2013,,6.07,,,,,
